Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Is_parent,Household,Age,Seniority,Total_Spent,Total_Accepted_Campaigns,Total_purchases
Graduation,Together,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,Parent,3,56,681,1102,0,31
PostGraduation,Together,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,Parent,4,50,24,17,0,6
Graduation,Together,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,Parent,3,42,405,1690,3,16
Graduation,Together,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,Parent,3,61,536,1390,0,21
PostGraduation,Together,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,Not Parent,2,26,667,2126,0,20
PostGraduation,Together,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,Parent,3,45,608,1531,0,25
PostGraduation,Single,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,Parent,2,39,286,64,0,7
Graduation,Single,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,Parent,2,29,245,26,0,6
Graduation,Single,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,Not Parent,1,40,450,1112,4,29
UnderGraduation,Together,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,Not Parent,2,56,645,210,0,11
Graduation,Together,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,Parent,4,47,669,1148,0,26
PostGraduation,Single,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,Parent,2,40,624,33,0,6
PostGraduation,Together,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,0,Parent,3,53,621,1101,1,19
Graduation,Single,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,Parent,2,50,615,322,0,16
Graduation,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,Parent,3,50,390,44,0,10
PostGraduation,Single,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,Parent,4,57,203,17,0,4
Graduation,Single,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,Parent,2,35,627,31,1,6
PostGraduation,Single,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,Parent,3,46,403,845,0,25
PostGraduation,Together,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,Parent,3,44,12,275,0,15
PostGraduation,Together,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,Parent,3,36,583,25,0,4
PostGraduation,Together,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,1,Parent,4,62,511,275,0,17
PostGraduation,Together,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,Parent,4,48,472,90,0,11
Graduation,Together,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,Not Parent,2,51,3,1495,1,19
PostGraduation,Together,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,0,1,Parent,4,44,622,184,1,11
Graduation,Together,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,Not Parent,2,44,375,981,0,13
Graduation,Together,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,Parent,3,44,268,67,0,8
Graduation,Single,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,1,Not Parent,1,61,645,1635,0,14
PostGraduation,Single,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,1,0,Parent,2,31,101,60,0,10
PostGraduation,Together,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,Parent,3,39,145,231,0,12
Graduation,Together,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,Parent,4,54,84,48,0,10
Graduation,Single,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,Parent,3,51,508,99,0,9
PostGraduation,Together,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,Parent,3,51,286,770,0,23
Graduation,Single,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,1,Not Parent,1,58,528,957,0,23
PostGraduation,Together,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,Not Parent,2,33,60,818,0,12
PostGraduation,Single,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,1,Not Parent,1,28,453,925,1,17
PostGraduation,Single,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,Parent,2,46,434,908,0,22
UnderGraduation,Together,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,Parent,3,33,503,102,0,10
Graduation,Together,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,Parent,3,38,612,576,0,16
Graduation,Together,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,Not Parent,2,68,667,317,0,13
PostGraduation,Together,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,Parent,3,40,120,461,0,15
PostGraduation,Together,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,Parent,4,39,73,37,0,7
Graduation,Together,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,Parent,3,40,352,70,0,7
Graduation,Together,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,Not Parent,2,62,516,930,0,23
PostGraduation,Together,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,Parent,4,58,537,859,0,33
Graduation,Single,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,Not Parent,1,48,48,1478,0,22
PostGraduation,Single,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,Not Parent,1,65,381,390,0,16
UnderGraduation,Together,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,0,0,Not Parent,2,30,360,52,1,5
Graduation,Together,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,Parent,3,45,184,137,0,10
Graduation,Together,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,Not Parent,2,34,606,1919,1,19
Graduation,Together,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,Parent,4,43,165,68,0,9
Graduation,Together,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,Parent,4,49,474,25,0,4
PostGraduation,Together,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,0,Parent,3,62,675,1374,2,23
UnderGraduation,Single,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,Parent,2,26,479,32,0,5
PostGraduation,Together,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,Parent,3,28,532,100,0,7
Graduation,Single,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,Not Parent,1,32,533,825,0,12
PostGraduation,Single,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,0,Parent,2,49,104,916,1,28
Graduation,Single,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,Parent,3,56,74,62,0,11
UnderGraduation,Together,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,Parent,3,58,260,728,0,21
PostGraduation,Together,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,Parent,3,36,120,90,0,7
Graduation,Single,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,Parent,2,26,77,273,0,13
Graduation,Together,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,Parent,3,30,184,66,0,10
PostGraduation,Together,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,Not Parent,2,53,458,1213,1,23
Graduation,Single,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,1,Not Parent,1,48,649,107,0,7
Graduation,Single,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,Not Parent,1,67,116,1157,1,18
PostGraduation,Together,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,0,Parent,3,50,292,546,1,18
PostGraduation,Together,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,Not Parent,2,22,428,241,0,11
Graduation,Single,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,Parent,2,38,162,53,0,11
Graduation,Together,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,Parent,5,47,244,37,0,7
PostGraduation,Single,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,Not Parent,1,38,508,1508,0,23
Graduation,Together,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,Parent,4,48,194,235,0,16
PostGraduation,Together,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,Parent,4,58,110,32,0,7
Graduation,Together,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,Parent,4,42,335,102,0,8
Graduation,Single,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,Parent,2,29,684,401,0,15
Graduation,Together,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,Parent,4,63,348,28,0,6
Graduation,Together,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,Parent,3,43,528,680,0,21
Graduation,Together,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,Parent,3,40,363,30,0,4
PostGraduation,Single,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,Parent,3,49,140,20,0,4
PostGraduation,Single,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,Parent,2,53,507,1307,0,23
Graduation,Single,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,Parent,2,61,534,630,0,24
Graduation,Together,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,Not Parent,2,57,359,1283,0,18
PostGraduation,Single,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,Parent,2,38,362,65,0,9
Graduation,Together,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,Parent,3,30,234,37,0,5
PostGraduation,Together,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,Parent,5,64,416,38,0,5
PostGraduation,Single,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,Parent,2,28,501,160,0,12
Graduation,Single,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,Parent,2,31,439,23,0,4
PostGraduation,Single,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,Not Parent,1,25,291,71,0,6
PostGraduation,Together,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,1,Parent,3,58,452,1161,0,19
PostGraduation,Together,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,Parent,3,43,535,59,1,5
Graduation,Together,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,Parent,3,31,364,33,0,7
Graduation,Single,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,Parent,3,54,655,946,0,22
Graduation,Single,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,Not Parent,1,46,570,1442,3,22
Graduation,Together,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,Parent,3,42,594,62,0,5
Graduation,Together,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,1,Not Parent,2,49,483,1674,1,22
Graduation,Single,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,Not Parent,1,26,688,1538,0,21
Graduation,Single,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,Not Parent,1,28,204,139,0,8
PostGraduation,Together,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,Parent,3,45,583,1182,2,20
PostGraduation,Together,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,Parent,3,64,381,507,0,18
UnderGraduation,Together,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,0,1,Parent,3,41,318,18,1,4
Graduation,Single,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,Not Parent,1,62,231,940,0,16
Graduation,Together,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,Parent,4,49,371,42,0,6
Graduation,Single,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,1,Not Parent,1,44,13,1190,0,15
Graduation,Single,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,Parent,3,43,551,44,0,8
PostGraduation,Together,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,0,0,Parent,3,38,177,16,1,4
Graduation,Together,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,Parent,3,57,194,835,0,26
Graduation,Together,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,Parent,3,28,535,1443,2,22
PostGraduation,Single,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,1,Not Parent,1,48,244,1029,0,18
Graduation,Together,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,Not Parent,2,40,610,1188,0,18
PostGraduation,Single,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,Parent,2,38,554,1277,0,24
Graduation,Single,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,1,0,Parent,3,36,212,49,0,7
Graduation,Together,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,0,Parent,3,59,414,99,1,7
PostGraduation,Together,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,Not Parent,2,45,564,1670,0,15
PostGraduation,Together,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,1,0,Not Parent,2,71,313,900,0,14
PostGraduation,Together,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,Parent,4,66,264,425,0,16
Graduation,Together,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,0,Not Parent,2,57,639,2153,1,22
PostGraduation,Single,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,Parent,2,45,99,636,0,21
Graduation,Together,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,Parent,4,36,125,57,0,10
PostGraduation,Together,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,Parent,3,36,583,25,0,4
Graduation,Together,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,Parent,4,47,548,494,0,22
Graduation,Single,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,Parent,2,45,677,693,0,19
Graduation,Together,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,Not Parent,2,54,408,1348,0,26
Graduation,Single,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,Parent,2,38,470,51,0,7
Graduation,Together,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,Not Parent,2,52,589,1932,0,16
PostGraduation,Single,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,Parent,2,39,575,990,0,16
UnderGraduation,Together,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,Parent,3,30,68,30,0,5
Graduation,Together,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,Parent,4,39,609,254,0,16
PostGraduation,Single,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,0,0,Parent,2,44,304,29,1,5
Graduation,Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,0,Parent,2,48,595,1371,1,23
PostGraduation,Single,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,1,Parent,3,42,372,73,0,9
PostGraduation,Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,Parent,3,39,680,120,0,11
Graduation,Single,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,0,1,Not Parent,1,44,468,81,1,5
Graduation,Single,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,Parent,2,25,546,37,0,5
PostGraduation,Together,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,Parent,3,53,270,1377,0,20
Graduation,Single,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,Parent,2,45,380,51,0,5
PostGraduation,Together,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,Parent,4,45,537,17,0,4
Graduation,Together,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,Parent,3,29,227,22,0,4
Graduation,Single,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,Not Parent,1,60,564,324,0,14
UnderGraduation,Together,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,Parent,5,41,676,211,0,16
PostGraduation,Single,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,Parent,2,33,91,19,0,4
Graduation,Single,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,Parent,2,43,410,41,0,8
PostGraduation,Together,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,Parent,3,46,256,492,1,17
Graduation,Together,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,Parent,3,54,632,1005,0,26
Graduation,Together,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,Parent,3,65,668,114,0,7
PostGraduation,Single,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,Parent,3,46,417,1173,0,19
Graduation,Together,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,Not Parent,2,35,177,1738,1,19
PostGraduation,Together,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,Parent,3,35,202,222,0,12
Graduation,Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,Not Parent,1,21,56,1127,0,16
PostGraduation,Together,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,Not Parent,2,68,437,209,0,10
PostGraduation,Together,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,Parent,3,46,124,787,0,23
PostGraduation,Together,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,Not Parent,2,23,266,1598,0,24
Graduation,Together,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,0,Parent,4,43,652,186,0,12
Graduation,Together,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,1,Parent,3,30,667,47,0,6
Graduation,Single,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,Parent,2,27,552,27,0,5
UnderGraduation,Together,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,1,Parent,3,34,597,96,0,11
UnderGraduation,Single,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,Parent,3,58,463,64,0,10
Graduation,Together,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,Not Parent,2,49,640,1040,0,23
Graduation,Single,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,Parent,3,40,318,163,0,13
Graduation,Together,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,Not Parent,2,54,475,343,0,11
PostGraduation,Single,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,1,Parent,4,59,250,446,1,24
Graduation,Together,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,Parent,4,49,20,41,0,5
PostGraduation,Single,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,1,Parent,2,42,668,70,0,9
PostGraduation,Single,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,Parent,3,43,30,272,0,14
PostGraduation,Together,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,Parent,3,40,388,46,0,6
Graduation,Together,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,0,Parent,4,51,620,490,0,19
UnderGraduation,Single,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,0,1,Parent,2,32,589,79,0,8
Graduation,Together,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,0,Parent,3,38,597,915,0,17
PostGraduation,Together,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,Parent,3,59,456,1485,1,35
Graduation,Single,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,Parent,2,27,676,369,0,16
Graduation,Together,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,0,Parent,3,52,522,1073,0,19
PostGraduation,Together,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,Not Parent,2,71,90,1242,0,19
UnderGraduation,Together,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,0,0,Parent,3,39,221,78,1,9
Graduation,Together,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,0,0,Not Parent,2,20,135,1378,4,21
Graduation,Single,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,1,Not Parent,1,33,492,1474,2,26
PostGraduation,Together,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,0,Parent,4,43,481,751,0,29
PostGraduation,Together,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,Parent,3,41,54,48,0,7
Graduation,Together,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,Parent,3,31,38,45,0,6
PostGraduation,Together,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,Parent,3,32,24,10,0,4
PostGraduation,Together,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,Not Parent,2,40,390,1435,2,16
PostGraduation,Together,93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,Not Parent,2,73,442,2119,1,22
Graduation,Together,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,0,Parent,5,61,207,20,0,4
Graduation,Together,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,0,Not Parent,2,28,66,1795,3,27
Graduation,Together,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,0,Parent,3,25,85,1188,2,19
UnderGraduation,Together,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,Parent,3,25,56,43,0,7
Graduation,Together,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,0,Parent,3,46,430,1008,0,24
PostGraduation,Single,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,Not Parent,1,53,416,1688,4,16
Graduation,Together,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,Parent,3,25,608,684,0,21
UnderGraduation,Together,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,0,0,Parent,4,47,522,1082,0,39
Graduation,Together,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,0,Parent,3,50,216,1068,0,25
Graduation,Single,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,Parent,2,44,147,57,0,7
PostGraduation,Together,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,Parent,3,58,373,46,0,5
Graduation,Single,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,0,Parent,2,48,190,733,0,23
PostGraduation,Single,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,0,Parent,2,65,295,467,0,17
PostGraduation,Together,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,Parent,3,43,311,122,0,10
UnderGraduation,Together,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,Parent,3,28,507,36,0,7
Graduation,Together,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,Parent,3,25,360,34,0,5
PostGraduation,Together,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,0,Parent,3,66,191,156,0,10
Graduation,Together,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,Not Parent,2,68,327,14,0,4
Graduation,Single,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,Parent,2,25,546,37,0,5
UnderGraduation,Together,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,Not Parent,2,40,104,34,0,5
Graduation,Single,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,Not Parent,1,55,351,20,0,4
PostGraduation,Single,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,Parent,2,42,263,192,0,11
Graduation,Single,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,0,0,Not Parent,1,50,182,1379,2,17
Graduation,Together,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,Parent,3,38,385,48,0,7
PostGraduation,Together,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,0,0,Parent,3,61,189,428,0,16
Graduation,Single,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,0,Parent,2,59,423,868,0,27
Graduation,Together,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,0,Parent,3,45,498,1001,0,27
PostGraduation,Single,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,Parent,2,43,255,59,0,7
UnderGraduation,Together,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,0,0,Parent,4,34,210,431,0,16
Graduation,Together,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,0,Parent,3,38,660,971,0,27
Graduation,Together,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,0,0,Parent,5,42,678,348,0,19
UnderGraduation,Single,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,Not Parent,1,48,652,2059,2,24
PostGraduation,Together,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,0,1,Parent,3,30,454,265,1,14
Graduation,Together,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,0,Parent,3,62,35,270,0,13
UnderGraduation,Together,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,Not Parent,2,32,642,1289,0,19
Graduation,Together,60597.0,2,522,0,257,32,16,66,4,2,2,8,7,0,1,Parent,3,50,179,893,1,16
Graduation,Single,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,Not Parent,1,65,280,926,0,22
PostGraduation,Single,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,0,Parent,2,56,152,135,0,9
Graduation,Together,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,Not Parent,2,51,3,1495,1,19
Graduation,Together,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,Parent,3,39,125,120,0,9
PostGraduation,Single,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,Not Parent,1,45,118,1288,0,20
PostGraduation,Together,75261.0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,Not Parent,2,59,432,1743,2,17
Graduation,Single,31880.0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,Parent,2,44,606,15,0,4
Graduation,Together,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,0,0,Parent,4,63,115,542,0,20
PostGraduation,Together,49269.0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,Parent,3,43,683,890,0,25
Graduation,Together,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,0,0,Parent,3,39,459,1388,0,33
Graduation,Together,37406.0,18,2,0,8,2,2,3,1,1,0,2,8,0,1,Parent,3,34,262,17,0,4
PostGraduation,Together,56937.0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,Parent,3,33,694,906,1,30
Graduation,Together,38415.0,91,22,1,13,4,0,4,2,1,0,3,7,0,0,Parent,4,36,543,44,0,6
Graduation,Single,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,Parent,2,26,42,25,0,5
Graduation,Together,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,0,0,Parent,3,58,496,973,0,26
PostGraduation,Single,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,0,Parent,3,42,51,31,0,6
PostGraduation,Together,55842.0,19,451,0,39,0,4,24,1,7,1,8,5,0,0,Parent,3,37,37,518,0,17
PostGraduation,Together,62010.0,93,371,22,39,6,0,92,4,6,2,7,5,0,0,Parent,3,42,614,530,0,19
Graduation,Together,41124.0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,Parent,3,37,606,506,0,21
PostGraduation,Together,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,Parent,3,41,181,70,0,6
PostGraduation,Single,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,Parent,2,42,322,54,0,6
